50.36210352	6.373609259	0.705980714
50.41084841	5.868752795	0.955504224
50.48465267	5.625660001	1.787879515
50.40576642	6.633209618	0.403068289
50.4642713	6.24196241	0.689158883
50.44492423	6.005190964	0.935580788
50.54231908	6.044588246	1.287356253
50.52750717	5.7483923	1.537720003
50.52648598	5.744187421	1.754093893
50.54282999	5.396878297	2.145776402
50.56890013	5.226021153	2.445575772
67.11409396	7.040073888	0.405103096
67.2442198	6.238642655	0.72084518
67.26381991	5.798841958	0.954183449
67.32495512	6.102801865	1.268754213
67.3430906	5.690005801	1.577392628
67.33402164	5.662160354	1.718670469
67.32042277	5.321409034	2.102608194
67.36047961	5.058985673	2.510666697
137.386227	7.252194315	0.416502921
137.929571	6.425511582	0.409539643
137.870815	6.449434014	0.70048935
137.4051046	7.281794665	0.406913478
137.8059004	6.104548889	0.755253499
137.8375584	5.769431891	0.976242941
138.0087636	6.058885721	1.289821388
138.0754582	5.512917268	1.581153387
138.1406272	5.582694807	1.740111166
138.0532195	5.299812292	2.106824119
138.1485788	5.0945968	2.464811976
215.0475972	7.559154095	0.406405489
216.2653143	7.375466407	0.761934463
216.6166643	6.48380067	0.972233022
216.7857182	6.630330954	1.298825607
216.9573896	6.033172415	1.599351983
217.0115342	5.940953446	1.757362839
217.0303734	5.825179295	1.857911161
216.9974069	5.477058066	2.149473153
216.8750474	5.280559231	2.457436195
216.7669214	5.274172692	2.608099214
396.9604174	8.041583258	0.402836185
399.2562427	6.921253092	0.712965042
399.6072432	5.80352556	0.960513642
399.6665639	6.402707193	1.34624765
399.8537678	6.057889697	1.555589616
399.8674725	5.975361272	1.744938501
400.1005967	5.338930053	2.489695596
400.0228584	5.576857044	2.126164107
669.8297516	6.910312378	0.406779081
670.6833145	6.625872972	0.661952228
672.1634702	7.210934347	0.9896098
672.1182928	5.889454145	1.254850837
672.0129026	6.216528076	1.53855348
672.8041355	6.028796317	1.764330603
672.5929579	5.656049174	2.173761422
672.7664155	5.365808178	2.49066345
672.6909882	4.601742079	2.650277528
1113.176672	6.961070433	0.399274131
1115.946881	6.82217468	0.666270774
1116.632237	7.168777687	0.960247596
1117.430803	7.041530012	1.284200987
1118.680852	6.588622122	2.520645706
1119.244286	6.088383381	2.63974264
1819.928214	7.137660131	0.411308741
1823.5604	6.175005981	0.686348172
1825.206096	5.66280933	1.012680747
1824.780519	6.153571276	1.306201711
1825.742976	5.725343255	1.606477358
1826.68791	5.729379384	1.798803697
1826.724987	5.41872313	2.166294904
1826.891848	5.191778501	2.450068833
3244.57615	7.229796564	0.414447927
3255.879576	6.330614005	0.730263894
3256.126946	7.067128163	1.035621455
3259.487826	7.106583991	1.306112547
3259.239945	6.950420832	1.601964358
3259.842006	7.010023827	1.773815766
3261.401315	6.802914324	2.118610782
5011.777678	6.358445741	0.416097378
5017.913953	6.134787586	0.70598178
5023.71192	5.766134094	0.975824518
5023.91383	5.850885572	1.62990736
5029.219767	5.859663652	1.329540826
5028.056556	5.614233508	1.83833248
5028.258815	5.318790854	2.121582078
5027.020234	5.970062081	2.558384024
5033.789311	7.536893248	2.710171892
6203.473945	8.450592039	0.414039402
6238.303182	6.137991255	0.687113991
8113.096566	6.885195112	0.412767911
8130.494436	5.89240586	0.752392253
8140.339452	5.362712085	1.086932163
8140.836471	5.83717324	1.321496154
8177.199922	5.56694516	1.795798582
8176.197046	5.133206001	2.179682887
8178.203044	4.953516443	2.397141216
13265.82502	7.105676683	0.429552026
13312.32944	5.849121408	0.686303739
13312.47712	5.903749601	0.993280368
13312.47712	5.903749601	0.993280368
13340.15163	6.569177958	2.43704815
13341.93147	5.619440037	2.666710554
39350.60263	6.813237661	0.428016373
39498.03638	5.344712987	0.696048313
39467.30416	5.428634381	0.985817284
39536.854	5.511417806	1.288370234
39531.04882	5.5588867	1.28785716
39504.27775	5.351844482	1.646573299
39528.81651	5.135851459	1.788442542
39552.49181	4.619004251	2.1803827
39553.38577	3.998945637	2.521871062
67599.54032	5.909380098	0.43914495
67798.90844	5.2446421	0.716000813
67870.23212	4.758899186	0.991429839
49344.94584	5.519361198	1.288602064
49333.99112	5.240014885	1.646665274
49363.82372	5.205591972	1.78853346
49392.47259	4.591174266	2.120577088
49426.04011	3.999456409	2.503695716
49145.48292	6.342260774	0.438265974
49292.04303	6.277118414	0.720270796
49390.03309	5.007367285	0.986576109
50.28056556	6.694052148	0.404644407
