-0.0019000185 0.0833333
-0.0018999685 0.1
-0.0018999185 0.116667
-0.0018998685 0.116667
-0.0018998185 0.0833333
-0.0018997685 0.1
-0.0018997185 0.1
-0.0018996685 0.1
-0.0018996185 0.0833333
-0.0018995685 0.1
-0.0018995185 0.0833333
-0.0018994685 0.0833333
-0.0018994185 0.1
-0.0018993685 0.0833333
-0.0018993185 0.1
-0.0018992685 0.1
-0.0018992185 0.0833333
-0.0018991685 0.0833333
-0.0018991185 0.1
-0.0018990685 0.0666667
-0.0018990185 0.0833333
-0.0018989685 0.1
-0.0018989185 0.0833333
-0.0018988685 0.0833333
-0.0018988185 0.1
-0.0018987685 0.0833333
-0.0018987185 0.0666667
-0.0018986685 0.0833333
-0.0018986185 0.0833333
-0.0018985685 0.0666667
-0.0018985185 0.0833333
-0.0018984685 0.0833333
-0.0018984185 0.0833333
-0.0018983685 0.05
-0.0018983185 0.0666667
-0.0018982685 0.0833333
-0.0018982185 0.0666667
-0.0018981685 0.0833333
-0.0018981185 0.0666667
-0.0018980685 0.0666667
-0.0018980185 0.0666667
-0.0018979685 0.0666667
-0.0018979185 0.0833333
-0.0018978685 0.0666667
-0.0018978185 0.0833333
-0.0018977685 0.0666667
-0.0018977185 0.0833333
-0.0018976685 0.0833333
-0.0018976185 0.0666667
-0.0018975685 0.0666667
-0.0018975185 0.0666667
-0.0018974685 0.05
-0.0018974185 0.0666667
-0.0018973685 0.0666667
-0.0018973185 0.0666667
-0.0018972685 0.05
-0.0018972185 0.05
-0.0018971685 0.0666667
-0.0018971185 0.0666667
-0.0018970685 0.0666667
-0.0018970185 0.0666667
-0.0018969685 0.05
-0.0018969185 0.0666667
-0.0018968685 0.05
-0.0018968185 0.0666667
-0.0018967685 0.05
-0.0018967185 0.05
-0.0018966685 0.05
-0.0018966185 0.0333333
-0.0018965685 0.0333333
-0.0018965185 0.05
-0.0018964685 0.0666667
-0.0018964185 0.05
-0.0018963685 0.05
-0.0018963185 0.05
-0.0018962685 0.05
-0.0018962185 0.0333333
-0.0018961685 0.05
-0.0018961185 0.0666667
-0.0018960685 0.0333333
-0.0018960185 0.05
-0.0018959685 0.05
-0.0018959185 0.05
-0.0018958685 0.0333333
-0.0018958185 0.0333333
-0.0018957685 0.0333333
-0.0018957185 0.0333333
-0.0018956685 0.05
-0.0018956185 0.0333333
-0.0018955685 0.05
-0.0018955185 0.0333333
-0.0018954685 0.0333333
-0.0018954185 0.0333333
-0.0018953685 0.05
-0.0018953185 0.0333333
-0.0018952685 0.0333333
-0.0018952185 0.0333333
-0.0018951685 0.0333333
-0.0018951185 0.0333333
-0.0018950685 0.05
-0.0018950185 0.05
-0.0018949685 0.0333333
-0.0018949185 0.05
-0.0018948685 0.0333333
-0.0018948185 0.0333333
-0.0018947685 0.0333333
-0.0018947185 0.05
-0.0018946685 0.0333333
-0.0018946185 0.0333333
-0.0018945685 0.0333333
-0.0018945185 0.0333333
-0.0018944685 0.0333333
-0.0018944185 0.0166667
-0.0018943685 0.0333333
-0.0018943185 0.0333333
-0.0018942685 0.0166667
-0.0018942185 0.0166667
-0.0018941685 0.0333333
-0.0018941185 0.0333333
-0.0018940685 0.0166667
-0.0018940185 0.0333333
-0.0018939685 0.0333333
-0.0018939185 0.0333333
-0.0018938685 0.0166667
-0.0018938185 0.0166667
-0.0018937685 0.0333333
-0.0018937185 0.0333333
-0.0018936685 0.0333333
-0.0018936185 0.0166667
-0.0018935685 0.0333333
-0.0018935185 0.0333333
-0.0018934685 0.0166667
-0.0018934185 0.0166667
-0.0018933685 0.0166667
-0.0018933185 0.0166667
-0.0018932685 0.0166667
-0.0018932185 0.0166667
-0.0018931685 0.0333333
-0.0018931185 0.0166667
-0.0018930685 0.0333333
-0.0018930185 0.0333333
-0.0018929685 0
-0.0018929185 0.0166667
-0.0018928685 0.0166667
-0.0018928185 0.0166667
-0.0018927685 0
-0.0018927185 0.0333333
-0.0018926685 0
-0.0018926185 0
-0.0018925685 0.0166667
-0.0018925185 0
-0.0018924685 -0.0166667
-0.0018924185 0
-0.0018923685 0
-0.0018923185 -0.0166667
-0.0018922685 0
-0.0018922185 0.0166667
-0.0018921685 0.0166667
-0.0018921185 0
-0.0018920685 0
-0.0018920185 -0.0166667
-0.0018919685 0
-0.0018919185 0
-0.0018918685 -0.0166667
-0.0018918185 0
-0.0018917685 0
-0.0018917185 0
-0.0018916685 0
-0.0018916185 0
-0.0018915685 0
-0.0018915185 -0.0166667
-0.0018914685 0
-0.0018914185 -0.0166667
-0.0018913685 0
-0.0018913185 0
-0.0018912685 -0.0166667
-0.0018912185 -0.0166667
-0.0018911685 0
-0.0018911185 0
-0.0018910685 -0.0166667
-0.0018910185 -0.0166667
-0.0018909685 0
-0.0018909185 -0.0166667
-0.0018908685 -0.0166667
-0.0018908185 0
-0.0018907685 -0.0166667
-0.0018907185 -0.0166667
-0.0018906685 -0.0333333
-0.0018906185 -0.0333333
-0.0018905685 -0.0166667
-0.0018905185 -0.0333333
-0.0018904685 -0.05
-0.0018904185 -0.0166667
-0.0018903685 -0.0166667
-0.0018903185 -0.0333333
-0.0018902685 -0.0166667
-0.0018902185 -0.0166667
-0.0018901685 -0.0333333
-0.0018901185 -0.0333333
-0.0018900685 -0.0333333
-0.0018900185 -0.0333333
-0.0018899685 -0.0333333
-0.0018899185 -0.0333333
-0.0018898685 -0.0333333
-0.0018898185 -0.0333333
-0.0018897685 -0.0166667
-0.0018897185 -0.0333333
-0.0018896685 -0.0333333
-0.0018896185 -0.0166667
-0.0018895685 -0.0333333
-0.0018895185 -0.0333333
-0.0018894685 -0.05
-0.0018894185 -0.0166667
-0.0018893685 -0.0333333
-0.0018893185 -0.0333333
-0.0018892685 -0.0333333
-0.0018892185 -0.0333333
-0.0018891685 -0.0166667
-0.0018891185 -0.0333333
-0.0018890685 -0.05
-0.0018890185 -0.0333333
-0.0018889685 -0.0166667
-0.0018889185 -0.0333333
-0.0018888685 -0.0333333
-0.0018888185 0
-0.0018887685 -0.0333333
-0.0018887185 -0.05
-0.0018886685 -0.0333333
-0.0018886185 -0.05
-0.0018885685 -0.0333333
-0.0018885185 -0.0333333
-0.0018884685 -0.05
-0.0018884185 -0.05
-0.0018883685 -0.05
-0.0018883185 -0.05
-0.0018882685 -0.05
-0.0018882185 -0.05
-0.0018881685 -0.0333333
-0.0018881185 -0.05
-0.0018880685 -0.05
-0.0018880185 -0.05
-0.0018879685 -0.05
-0.0018879185 -0.05
-0.0018878685 -0.0666667
-0.0018878185 -0.05
-0.0018877685 -0.0333333
-0.0018877185 -0.05
-0.0018876685 -0.05
-0.0018876185 -0.05
-0.0018875685 -0.05
-0.0018875185 -0.0666667
-0.0018874685 -0.0666667
-0.0018874185 -0.05
-0.0018873685 -0.05
-0.0018873185 -0.0666667
-0.0018872685 -0.0666667
-0.0018872185 -0.0666667
-0.0018871685 -0.05
-0.0018871185 -0.05
-0.0018870685 -0.05
-0.0018870185 -0.05
-0.0018869685 -0.05
-0.0018869185 -0.0666667
-0.0018868685 -0.05
-0.0018868185 -0.05
-0.0018867685 -0.0666667
-0.0018867185 -0.0833333
-0.0018866685 -0.05
-0.0018866185 -0.0666667
-0.0018865685 -0.0666667
-0.0018865185 -0.0666667
-0.0018864685 -0.05
-0.0018864185 -0.0666667
-0.0018863685 -0.0666667
-0.0018863185 -0.0666667
-0.0018862685 -0.0666667
-0.0018862185 -0.0666667
-0.0018861685 -0.0666667
-0.0018861185 -0.0833333
-0.0018860685 -0.1
-0.0018860185 -0.05
-0.0018859685 -0.05
-0.0018859185 -0.1
-0.0018858685 -0.0833333
-0.0018858185 -0.0833333
-0.0018857685 -0.0833333
-0.0018857185 -0.0833333
-0.0018856685 -0.0833333
-0.0018856185 -0.1
-0.0018855685 -0.0833333
-0.0018855185 -0.1
-0.0018854685 -0.1
-0.0018854185 -0.0833333
-0.0018853685 -0.0833333
-0.0018853185 -0.1
-0.0018852685 -0.0833333
-0.0018852185 -0.0833333
-0.0018851685 -0.0833333
-0.0018851185 -0.0833333
-0.0018850685 -0.0833333
-0.0018850185 -0.0833333
-0.0018849685 -0.1
-0.0018849185 -0.0833333
-0.0018848685 -0.0833333
-0.0018848185 -0.1
-0.0018847685 -0.0833333
-0.0018847185 -0.1
-0.0018846685 -0.1
-0.0018846185 -0.1
-0.0018845685 -0.0833333
-0.0018845185 -0.0833333
-0.0018844685 -0.1
-0.0018844185 -0.1
-0.0018843685 -0.1
-0.0018843185 -0.1
-0.0018842685 -0.1
-0.0018842185 -0.1
-0.0018841685 -0.1
-0.0018841185 -0.1
-0.0018840685 -0.1
-0.0018840185 -0.0833333
-0.0018839685 -0.1
-0.0018839185 -0.1
-0.0018838685 -0.1
-0.0018838185 -0.1
-0.0018837685 -0.1
-0.0018837185 -0.1
-0.0018836685 -0.0833333
-0.0018836185 -0.116667
-0.0018835685 -0.1
-0.0018835185 -0.1
-0.0018834685 -0.116667
-0.0018834185 -0.116667
-0.0018833685 -0.116667
-0.0018833185 -0.133333
-0.0018832685 -0.116667
-0.0018832185 -0.1
-0.0018831685 -0.1
-0.0018831185 -0.116667
-0.0018830685 -0.1
-0.0018830185 -0.116667
-0.0018829685 -0.116667
-0.0018829185 -0.116667
-0.0018828685 -0.133333
-0.0018828185 -0.116667
-0.0018827685 -0.1
-0.0018827185 -0.116667
-0.0018826685 -0.133333
-0.0018826185 -0.133333
-0.0018825685 -0.1
-0.0018825185 -0.116667
-0.0018824685 -0.15
-0.0018824185 -0.116667
-0.0018823685 -0.116667
-0.0018823185 -0.133333
-0.0018822685 -0.133333
-0.0018822185 -0.116667
-0.0018821685 -0.116667
-0.0018821185 -0.133333
-0.0018820685 -0.116667
